Bauperiode,Bezirk,Adresse
1860-1883,01,Löwelstraße 12
1860-1883,01,Löwelstraße 8
1781-1848,01,Löwelstraße 6
Keine Angabe,01,Schottengasse 3 / 6
1860-1883,01,Bartensteingasse 16
1860-1883,01,Bartensteingasse 13
1860-1883,01,Bartensteingasse 9
1884-1918,01,Bartensteingasse 8
1860-1883,01,Bartensteingasse 4
1860-1883,01,Bartensteingasse 3
1860-1883,01,Bartensteingasse 2
1860-1883,01,Grillparzerstraße 14
1860-1883,01,Grillparzerstraße 11
1884-1918,01,Grillparzerstraße 7
1884-1918,01,Grillparzerstraße 5
1860-1883,01,Auerspergstraße 4
1860-1883,01,Bartensteingasse 14
1860-1883,01,Börseplatz 3
Keine Angabe,01,Schottengasse 3 - 3 - A
Keine Angabe,01,Schottengasse 3 / 4
1884-1918,01,Teinfaltstraße 9
1884-1918,01,Teinfaltstraße 7
1884-1918,01,Teinfaltstraße 4
1884-1918,01,Teinfaltstraße 3
1860-1883,01,Teinfaltstraße 1
1860-1883,01,Schottengasse 10
1884-1918,01,Schottengasse 7
Nach 1976,01,Stock-im-Eisen-Platz 4
1884-1918,01,Stock-im-Eisen-Platz 3
1683-1740,01,Augustinerstraße 12
Keine Angabe,01,Schottengasse 3 / 1
Vor 1683,01,Augustinerstraße 7
Vor 1683,01,Augustinerstraße 5
Vor 1683,01,Augustinerstraße 3
Vor 1683,01,Josefsplatz 6
1781-1848,01,Josefsplatz 5
1683-1740,01,Josefsplatz 2
Keine Angabe,01,Josefsplatz 1 / 2
1741-1780,01,Josefsplatz 1 / 1
1884-1918,01,Schottengasse 7 / 1
1884-1918,01,Schottengasse 6 - 8
1946-1976,01,Schottengasse 4
Keine Angabe,01,Schottengasse 3 / 2
Vor 1683,01,Augustinerstraße 7 / 1
1884-1918,01,Fleischmarkt 3 - 5
1884-1918,01,Fleischmarkt 5
Nach 1976,01,Rockhgasse 4 / 2
1860-1883,01,Rockhgasse 4
1860-1883,01,Heßgasse 1
1860-1883,01,Heßgasse 6
1860-1883,01,Heßgasse 7
Vor 1683,01,Salvatorgasse 5
Vor 1683,01,Salvatorgasse 12
1860-1883,01,Stoß im Himmel 1
1781-1848,01,Schreyvogelgasse 8
1741-1780,01,Schreyvogelgasse 6
1860-1883,01,Schreyvogelgasse 3
Vor 1683,01,Stoß im Himmel 3
1860-1883,01,Lichtenfelsgasse 1
1860-1883,01,Lichtenfelsgasse 5
1884-1918,01,Lichtenfelsgasse 7
1884-1918,01,Rotenturmstraße 29
1884-1918,01,Rotenturmstraße 27
1884-1918,01,Rotenturmstraße 25
1884-1918,01,Rotenturmstraße 23
1884-1918,01,Rotenturmstraße 21
1884-1918,01,Rotenturmstraße 19
1884-1918,01,Rotenturmstraße 17
1781-1848,01,Rotenturmstraße 14
1884-1918,01,Rotenturmstraße 13
1860-1883,01,Oppolzergasse 4
1781-1848,01,Schreyvogelgasse 10
1919-1945,01,Herrengasse 6 - 8 / 1
1919-1945,01,Herrengasse 6 - 8 / 2
1919-1945,01,Herrengasse 6 - 8 / 5
1919-1945,01,Herrengasse 6 - 8 / 6
1919-1945,01,Herrengasse 6 - 8 / 7
1884-1918,01,Herrengasse 5 / 3
1884-1918,01,Herrengasse 5 / 2
1683-1740,01,Herrengasse 5 / 1
1884-1918,01,Herrengasse 2 - 4
1683-1740,01,Ballhausplatz 2
Vor 1683,01,Minoritenplatz K
1781-1848,01,Minoritenplatz 8
Vor 1683,01,Minoritenplatz 3
1884-1918,01,Minoritenplatz 2 B
1884-1918,01,Minoritenplatz 2 A
1884-1918,01,Minoritenplatz 1
1781-1848,01,Jordangasse 9
1781-1848,01,Jordangasse 7 A
1781-1848,01,Jordangasse 7
1860-1883,01,Jordangasse 1
1860-1883,01,Jordangasse 1 - 3
1781-1848,01,Schreyvogelgasse 14
1781-1848,01,Schreyvogelgasse 12
Vor 1683,01,Minoritenplatz 5
1860-1883,01,Rotenturmstraße 12
1884-1918,01,Rotenturmstraße 11
1946-1976,01,Rotenturmstraße 5 - 9
1884-1918,01,Bauernmarkt 24
1884-1918,01,Bauernmarkt 22
1884-1918,01,Bauernmarkt 21
1884-1918,01,Bauernmarkt 19
1781-1848,01,Bauernmarkt 18
Nach 1976,01,Bauernmarkt 13
1946-1976,01,Bauernmarkt 12
Nach 1976,01,Bauernmarkt 11
1884-1918,01,Bauernmarkt 10
1946-1976,01,Bauernmarkt 9 / 3
1946-1976,01,Bauernmarkt 8 / 1
1946-1976,01,Bauernmarkt 6
Vor 1683,01,Bauernmarkt 1
1919-1945,01,Rotgasse 2
1884-1918,01,Fleischmarkt 26
1884-1918,01,Fleischmarkt 24
1781-1848,01,Fleischmarkt 20 - 22
Nach 1976,01,Fleischmarkt 19 / 2
1781-1848,01,Fleischmarkt 19
Vor 1683,01,Fleischmarkt 19 / 1
1781-1848,01,Fleischmarkt 18
1781-1848,01,Fleischmarkt 16
1683-1740,01,Fleischmarkt 15
1884-1918,01,Fleischmarkt 14
1781-1848,01,Fleischmarkt 13
1946-1976,01,Fleischmarkt 10
Vor 1683,01,Fleischmarkt 9
1884-1918,01,Fleischmarkt 28
1781-1848,01,Sterngasse 2
1860-1883,01,Werdertorgasse 17
Vor 1683,01,Rotenturmstraße 2
1946-1976,01,Rotenturmstraße 1 - 3
Vor 1683,01,Rabensteig 3
1884-1918,01,Rabensteig 1
1781-1848,01,Seitenstettengasse 5
Nach 1976,01,Seitenstettengasse 4
1781-1848,01,Seitenstettengasse 2
1884-1918,01,Sterngasse 13
1860-1883,01,Liebenberggasse 7
1781-1848,01,Strobelgasse 2
1884-1918,01,Sterngasse 6 A
1683-1740,01,Sterngasse 3
1860-1883,01,Werdertorgasse 2 A
1860-1883,01,Werdertorgasse 4
1860-1883,01,Werdertorgasse 5
1860-1883,01,Werdertorgasse 6
1860-1883,01,Werdertorgasse 7
1860-1883,01,Werdertorgasse 9
1860-1883,01,Werdertorgasse 12
1860-1883,01,Werdertorgasse 14
1860-1883,01,Werdertorgasse 15
1860-1883,01,Rathausstraße 21
1781-1848,01,Lugeck 7
1946-1976,01,Lugeck 1 - 2
Vor 1683,01,Bäckerstraße 20
1884-1918,01,Bäckerstraße 18
1683-1740,01,Bäckerstraße 16
Vor 1683,01,Bäckerstraße 14
Vor 1683,01,Bäckerstraße 12
Vor 1683,01,Bäckerstraße 10
1946-1976,01,Bäckerstraße 9 / 1
1946-1976,01,Bäckerstraße 9 / 2
1683-1740,01,Bäckerstraße 8
Vor 1683,01,Bäckerstraße 7
1781-1848,01,Bäckerstraße 6
Vor 1683,01,Bäckerstraße 5
1683-1740,01,Bäckerstraße 3
1683-1740,01,Bäckerstraße 2
1884-1918,01,Bäckerstraße 1
1884-1918,01,Drachengasse 3
1849-1859,01,Wolfengasse 4
1946-1976,01,Wolfengasse 3
1860-1883,01,Stadiongasse 2
Nach 1976,01,Stadtparksteg 112
1884-1918,01,Stadiongasse 5
1860-1883,01,Franz-Josefs-Kai 41
1860-1883,01,Franz-Josefs-Kai 39
1946-1976,01,Franz-Josefs-Kai 33 / 7
1946-1976,01,Franz-Josefs-Kai 31 / 1
1946-1976,01,Franz-Josefs-Kai 29
1884-1918,01,Franz-Josefs-Kai 27
1884-1918,01,Franz-Josefs-Kai 23
1946-1976,01,Franz-Josefs-Kai 21
1946-1976,01,Franz-Josefs-Kai 15
1884-1918,01,Franz-Josefs-Kai 7 - 9
1884-1918,01,Franz-Josefs-Kai 5
1884-1918,01,Franz-Josefs-Kai 3
1884-1918,01,Franz-Josefs-Kai 1
1884-1918,01,Friedrichstraße 12
Nach 1976,01,Friedrichstraße 10
1919-1945,01,Friedrichstraße 7
1860-1883,01,Friedrichstraße 6
1860-1883,01,Friedrichstraße 2
1860-1883,01,Stadiongasse 6 - 8
1860-1883,01,Stadiongasse 4
1781-1848,01,Ertlgasse 4
1683-1740,01,Singerstraße 18
Vor 1683,01,Singerstraße 20
Nach 1976,01,Singerstraße 21 - 25
Vor 1683,01,Singerstraße 22
Keine Angabe,01,Singerstraße 26 - 26 - A
1884-1918,01,Singerstraße 27
1683-1740,01,Singerstraße 28
1919-1945,01,Singerstraße 30
1946-1976,01,Kärntnertorpassage K
1860-1883,01,Bellariastraße 4
1860-1883,01,Bellariastraße 6
1860-1883,01,Bellariastraße 8
1849-1859,01,Bellariastraße 10
1860-1883,01,Bellariastraße 12
1946-1976,01,Helferstorferstraße 2
1860-1883,01,Helferstorferstraße 3
1860-1883,01,Helferstorferstraße 5
1741-1780,01,Singerstraße 17 - 19
1683-1740,01,Singerstraße 16
1884-1918,01,Singerstraße 14
1781-1848,01,Singerstraße 13
1781-1848,01,Kramergasse 13
1781-1848,01,Kramergasse 9
1946-1976,01,Kramergasse 3 / 2
1860-1883,01,Singerstraße 1
1946-1976,01,Singerstraße 2
1946-1976,01,Singerstraße 3
1919-1945,01,Singerstraße 4
1884-1918,01,Singerstraße 6
1860-1883,01,Franz-Josefs-Kai 43
Vor 1683,01,Singerstraße 7
Vor 1683,01,Singerstraße 11 B
Vor 1683,01,Singerstraße 11 A
1683-1740,01,Singerstraße 11
Vor 1683,01,Singerstraße 11 C
1884-1918,01,Singerstraße 12
1884-1918,01,Singerstraße 8
1860-1883,01,Helferstorferstraße 6
1860-1883,01,Franz-Josefs-Kai 45
1860-1883,01,Franz-Josefs-Kai 49
1860-1883,01,Deutschmeisterplatz 2
1860-1883,01,Deutschmeisterplatz 3
1860-1883,01,Deutschmeisterplatz 4
1860-1883,01,Drahtgasse 2
1683-1740,01,Schulhof 1 A
1683-1740,01,Schulhof 2
1683-1740,01,Schulhof 4
1683-1740,01,Schulhof 6
1884-1918,01,Parisergasse 4
1860-1883,01,Babenbergerstraße 5
1860-1883,01,Babenbergerstraße 9
1860-1883,01,Hohenstaufengasse 2
1860-1883,01,Hohenstaufengasse 3
1860-1883,01,Hohenstaufengasse 4
1860-1883,01,Hohenstaufengasse 5
1860-1883,01,Hohenstaufengasse 6
1860-1883,01,Hohenstaufengasse 7
1860-1883,01,Hohenstaufengasse 9
1860-1883,01,Babenbergerstraße 1
1860-1883,01,Reichsratsstraße 1
Vor 1683,01,Sonnenfelsgasse 9
1683-1740,01,Sonnenfelsgasse 11
1741-1780,01,Sonnenfelsgasse 13
Vor 1683,01,Sonnenfelsgasse 15
Vor 1683,01,Sonnenfelsgasse 17
Vor 1683,01,Sonnenfelsgasse 19
1683-1740,01,Körblergasse 2
1884-1918,01,Lobkowitzplatz 1
1683-1740,01,Lobkowitzplatz 2
1781-1848,01,Lobkowitzplatz 3
1741-1780,01,Mölker Steig 4
Nach 1976,01,Neubadgasse 4
1884-1918,01,Neubadgasse 6
Keine Angabe,01,Steyrerhof 3
1860-1883,01,Reichsratsstraße 3
1884-1918,01,Hohenstaufengasse 10
1884-1918,01,Kleine Marxerbrücke 109
1781-1848,01,Kohlmarkt 7 / 1
1781-1848,01,Kohlmarkt 7 / 3
1884-1918,01,Kohlmarkt 5
Vor 1683,01,Kohlmarkt 4
1884-1918,01,Kohlmarkt 3
1884-1918,01,Kohlmarkt 2
1884-1918,01,Kohlmarkt 1
Keine Angabe,01,Karlsplatz
1860-1883,01,Karlsplatz 5
1860-1883,01,Karlsplatz 3
1860-1883,01,Karlsplatz 2
1860-1883,01,Karlsplatz 1
1919-1945,01,Franz-Josefs-Kai-Tragwerk 101
Nach 1976,01,Franz-Josefs-Kai L
1946-1976,01,Franz-Josefs-Kai G
1860-1883,01,Franz-Josefs-Kai 65
1860-1883,01,Franz-Josefs-Kai 53
1946-1976,01,Franz-Josefs-Kai 51
1781-1848,01,Kohlmarkt 7 / 2
1860-1883,01,Kohlmarkt 8 - 10
1884-1918,01,Kohlmarkt 9
1683-1740,01,Kohlmarkt 11
1860-1883,01,Hohenstaufengasse 12
1860-1883,01,Hohenstaufengasse 17
1884-1918,01,Stubenbrücke 110
1884-1918,01,Börsegasse 1
1884-1918,01,Börsegasse 3
1884-1918,01,Börsegasse 5
1946-1976,01,Börsegasse 6
1860-1883,01,Börsegasse 7
Nach 1976,01,Franz-Josefs-Kai 47
1860-1883,01,Börsegasse 9
1860-1883,01,Börsegasse 12
1860-1883,01,Börsegasse 14
1860-1883,01,Börsegasse 18
1849-1859,01,Strauchgasse 1
1884-1918,01,Kohlmarkt 16
1741-1780,01,Kohlmarkt 14
1884-1918,01,Kohlmarkt 12
1860-1883,01,Börsegasse 10
1884-1918,01,Salzgries 21
1884-1918,01,Salzgries 19
1884-1918,01,Salzgries 16
1860-1883,01,Petersplatz 3
1860-1883,01,Maria-Theresien-Straße 32 - 34
1860-1883,01,Maria-Theresien-Straße 30
1860-1883,01,Maria-Theresien-Straße 24
1860-1883,01,Maria-Theresien-Straße 22
1860-1883,01,Maria-Theresien-Straße 18 / 3
1860-1883,01,Doblhoffgasse 3
1860-1883,01,Doblhoffgasse 5
1860-1883,01,Doblhoffgasse 6
1860-1883,01,Doblhoffgasse 7
1860-1883,01,Doblhoffgasse 9
Nach 1976,01,Doblhoffgasse T
1860-1883,01,Museumstraße 4 / 1
1860-1883,01,Museumstraße 4 / 2
1860-1883,01,Museumstraße 4
1860-1883,01,Museumstraße 12
1860-1883,01,Petersplatz 4
1683-1740,01,Petersplatz 6 - 6 - A
1884-1918,01,Hafnersteig 9
1919-1945,01,Hafnersteig 10
1860-1883,01,Zelinkagasse 10
1946-1976,01,Zelinkagasse 9 / 800
1860-1883,01,Zelinkagasse 6
1860-1883,01,Zelinkagasse 4
1860-1883,01,Zelinkagasse 2
1860-1883,01,Goethegasse 3
1860-1883,01,Volksgartenstraße 5
1860-1883,01,Volksgartenstraße 3
1860-1883,01,Volksgartenstraße 1
1884-1918,01,Reischachstraße 3
1946-1976,01,Oskar-Kokoschka-Platz 2
1683-1740,01,Petersplatz K
Vor 1683,01,Petersplatz 10
1781-1848,01,Petersplatz 9
1683-1740,01,Petersplatz 6
1884-1918,01,Stubenring 22
1884-1918,01,Stubenring 20
1884-1918,01,Stubenring 18
1860-1883,01,Schottenring 31
1946-1976,01,Schottenring 30
1946-1976,01,Schottenring 28 / 3
1946-1976,01,Schottenring 28 / 4
1946-1976,01,Schottenring 28 / 2
1860-1883,01,Schottenring 25
1860-1883,01,Schottenring 24
1860-1883,01,Schottenring 23
1860-1883,01,Schottenring 22 - 24
1860-1883,01,Schottenring 21
1860-1883,01,Schottenring 19
1860-1883,01,Schottenring 17 / 2
1860-1883,01,Schottenring 17 / 1
1860-1883,01,Schottenring 15
1860-1883,01,Schottenring 14 - 14 - A
Keine Angabe,01,Schottenring 14
Nach 1976,01,Schottenring 11
1860-1883,01,Schottenring 10
1946-1976,01,Schottenring 7 - 9
1860-1883,01,Schottenring 3
1860-1883,01,Schottenring 33
1860-1883,01,Schottenring 35
Vor 1683,01,Ruprechtsplatz
1884-1918,01,Stubenring 16
1884-1918,01,Stubenring 14
1884-1918,01,Stubenring 12
1884-1918,01,Stubenring 8 - 10
1884-1918,01,Stubenring 6
1884-1918,01,Stubenring 4
1860-1883,01,Stubenring 3
1884-1918,01,Stubenring 2
1884-1918,01,Stubenring 1
1781-1848,01,Hafnersteig 8
Vor 1683,01,Judenplatz 2
1884-1918,01,Judenplatz 3 - 4
1884-1918,01,Judenplatz 5
1884-1918,01,Judenplatz 6
1781-1848,01,Judenplatz 7
1683-1740,01,Judenplatz 8
1683-1740,01,Judenplatz 11
1781-1848,01,Ruprechtsplatz 1
1946-1976,01,Ruprechtsplatz 4 - 5
1884-1918,01,Hafnersteig 7
1946-1976,01,Hafnersteig 5 / 1
1946-1976,01,Hafnersteig 5 / 2
Keine Angabe,01,Haarhof 11
1781-1848,01,Haarhof 4 - 4 - A
1946-1976,01,Haarhof 2
1919-1945,01,Irisgasse W
1946-1976,01,Concordiaplatz 2
1860-1883,01,Concordiaplatz 1
1860-1883,01,Schottenbastei 4
1860-1883,01,Schottenbastei 6
1860-1883,01,Schottenbastei 7 - 9
1946-1976,01,Schottenbastei 10 - 16
1860-1883,01,Schottenbastei 11
1884-1918,01,Georg-Coch-Platz 2
1884-1918,01,Georg-Coch-Platz 3
Nach 1976,01,Georg-Coch-Platz T
1946-1976,01,Griechengasse 2
1884-1918,01,Laurenzerberg 1
1919-1945,01,Laurenzerberg 3
1781-1848,01,Köllnerhofgasse 1
1884-1918,01,Salzgries 15
1860-1883,01,Salzgries 14
1860-1883,01,Salzgries 12
1946-1976,01,Salzgries 3
1884-1918,01,Grashofgasse 4
Vor 1683,01,Grashofgasse 3 / 8
Vor 1683,01,Grashofgasse 3 / 7
Vor 1683,01,Grashofgasse 3 / 6
Vor 1683,01,Grashofgasse 3 / 2
Vor 1683,01,Griechengasse 4
Vor 1683,01,Grashofgasse 3 K
Vor 1683,01,Grashofgasse 3 / 3
Vor 1683,01,Grashofgasse 3 / 5
Vor 1683,01,Grashofgasse 3 / 1
1884-1918,01,Köllnerhofgasse 6
1946-1976,01,Köllnerhofgasse 5
1781-1848,01,Köllnerhofgasse 4
1781-1848,01,Köllnerhofgasse 3
1781-1848,01,Köllnerhofgasse 2
Vor 1683,01,Grashofgasse 3 / 4
1946-1976,01,Sonnenfelsgasse 7
1781-1848,01,Griechengasse 5
Vor 1683,01,Griechengasse 9
1860-1883,01,Landesgerichtsstraße 6
1884-1918,01,Uraniastraße 4
1946-1976,01,Uraniastraße 2
1884-1918,01,Uraniastraße 1
1741-1780,01,Dr.-Ignaz-Seipel-Platz 2
1946-1976,01,Opernring 1
1884-1918,01,Hafnersteig 2 - 4
1884-1918,01,Dr.-Karl-Lueger-Platz 5
1860-1883,01,Dr.-Karl-Lueger-Ring 1
1884-1918,01,Landesgerichtsstraße 12
1860-1883,01,Landesgerichtsstraße 18
Vor 1683,01,Griechengasse 9 - 11
1860-1883,01,Freisingergasse 2
1884-1918,01,Milchgasse 1
1946-1976,01,Landskrongasse 2
1946-1976,01,Landskrongasse 4
1884-1918,01,Landskrongasse 5
1884-1918,01,Wildpretmarkt 1
1683-1740,01,Griechengasse 7
1946-1976,01,Wildpretmarkt 5
1946-1976,01,Wildpretmarkt 6 / 1
1946-1976,01,Wildpretmarkt 6 / 2
1946-1976,01,Salztorbrücke 102
Nach 1976,01,Salztorbrücke S
Keine Angabe,01,Salztorbrücke W
Nach 1976,01,Salztorbrücke F
1860-1883,01,Zelinkagasse 14
1860-1883,01,Zelinkagasse 12
1884-1918,01,Wildpretmarkt 2 - 4
Vor 1683,01,Sonnenfelsgasse 5
1683-1740,01,Sonnenfelsgasse 3
Keine Angabe,01,Am Hof
1946-1976,01,Am Hof T
Vor 1683,01,Am Hof S
1884-1918,01,Hohe Brücke 120
Vor 1683,01,Am Hof 13 / 2
Vor 1683,01,Am Hof 13
1683-1740,01,Am Hof 12
1860-1883,01,Am Hof 11
1946-1976,01,Am Hof 9 - 10
Vor 1683,01,Am Hof 8
1946-1976,01,Am Hof 6 A
1781-1848,01,Am Hof 5
1884-1918,01,Am Hof 3 - 4
Vor 1683,01,Reitschulgasse 2
Nach 1976,01,Josef-Meinrad-Platz T
1884-1918,01,Am Hof 2
1884-1918,01,Kleine Ungarbrücke 111
1884-1918,01,Graben W
1946-1976,01,Graben 31
1860-1883,01,Graben 30
1860-1883,01,Graben 28 / 2
1860-1883,01,Gonzagagasse 14
1860-1883,01,Gonzagagasse 15
1860-1883,01,Gonzagagasse 16
1860-1883,01,Gonzagagasse 17
1860-1883,01,Gonzagagasse 19
1860-1883,01,Canovagasse 1 - 5
1860-1883,01,Canovagasse 3 - 5
1860-1883,01,Canovagasse 7
1860-1883,01,Gonzagagasse 21 - 23
1946-1976,01,Gonzagagasse 22 / 5
1860-1883,01,Gonzagagasse 23
1884-1918,01,Graben 12
1884-1918,01,Graben 17
1781-1848,01,Graben 19
1781-1848,01,Graben 21
1860-1883,01,Graben 27 / 3
1946-1976,01,Gonzagagasse 22 / 1
Vor 1683,01,Am Hof 1 / 2
1860-1883,01,Getreidemarkt 10
1860-1883,01,Getreidemarkt 14
1860-1883,01,Nibelungengasse 7
1860-1883,01,Nibelungengasse 8
1860-1883,01,Weihburggasse 32
1860-1883,01,Weihburggasse 30
1860-1883,01,Weihburggasse 26
1781-1848,01,Weihburggasse 22
1781-1848,01,Weihburggasse 21
1884-1918,01,Weihburggasse 18 - 20
1781-1848,01,Kumpfgasse 6
1860-1883,01,Neutorgasse 20
1860-1883,01,Neutorgasse 17
1860-1883,01,Neutorgasse 15
1860-1883,01,Neutorgasse 13
1860-1883,01,Neutorgasse 12
1860-1883,01,Neutorgasse 9
1860-1883,01,Neutorgasse 8
1860-1883,01,Neutorgasse 7
1860-1883,01,Neutorgasse 6
1946-1976,01,Neutorgasse 5
1860-1883,01,Neutorgasse 4
1860-1883,01,Neutorgasse 18 - 20
1946-1976,01,Cobdengasse 2
1860-1883,01,Heinrichsgasse 2
1860-1883,01,Getreidemarkt 16
1860-1883,01,Nibelungengasse 1 - 3
1860-1883,01,Nibelungengasse 2
1860-1883,01,Nibelungengasse 4
1860-1883,01,Getreidemarkt 18
1781-1848,01,Fütterergasse 1
1946-1976,01,Cobdengasse 4
Vor 1683,01,Kurrentgasse 12
1683-1740,01,Kurrentgasse 8
1683-1740,01,Kurrentgasse 6
1741-1780,01,Kurrentgasse 4
Nach 1976,01,Morzinplatz T
1946-1976,01,Morzinplatz 1
1860-1883,01,Heinrichsgasse 4
1860-1883,01,Heinrichsgasse 3
1781-1848,01,Kurrentgasse 10
1860-1883,01,Neutorgasse 2
1860-1883,01,Gonzagagasse 12
1860-1883,01,Eschenbachgasse 9
1860-1883,01,Opernring 7
1946-1976,01,Opernring 4 / 2
1860-1883,01,Ebendorferstraße 2
1884-1918,01,Ebendorferstraße 3
1860-1883,01,Ebendorferstraße 4
1860-1883,01,Ebendorferstraße 6
1860-1883,01,Ebendorferstraße 7
1860-1883,01,Ebendorferstraße 8
1860-1883,01,Ebendorferstraße 10
1781-1848,01,Franziskanerplatz 6
1781-1848,01,Franziskanerplatz 5
Vor 1683,01,Franziskanerplatz 4
1860-1883,01,Opernring 8 / 2
1860-1883,01,Kumpfgasse 7
1884-1918,01,Radetzkybrücke 107
1683-1740,01,Kumpfgasse 3
1860-1883,01,Opernring 23
1860-1883,01,Opernring 21
1884-1918,01,Trattnerhof 1
1884-1918,01,Trattnerhof 2
1781-1848,01,Kumpfgasse 9
1683-1740,01,Franziskanerplatz 1
1860-1883,01,Opernring 17
1781-1848,01,Franziskanerplatz 3
Vor 1683,01,Franziskanerplatz 4 K
1860-1883,01,Opernring 15
1860-1883,01,Opernring 13
1860-1883,01,Opernring 9
1860-1883,01,Opernring 8 / 1
1860-1883,01,Eschenbachgasse 11
1860-1883,01,Philharmonikerstraße 2
1946-1976,01,Jasomirgottstraße 4
1884-1918,01,Jasomirgottstraße 5
1884-1918,01,Jasomirgottstraße 6
1683-1740,01,Schönlaterngasse 3
1683-1740,01,Schönlaterngasse 4
Vor 1683,01,Schönlaterngasse 6
Vor 1683,01,Schönlaterngasse 7 A
1741-1780,01,Schönlaterngasse 8
Vor 1683,01,Schönlaterngasse 9
1860-1883,01,Schönlaterngasse 13
1884-1918,01,Marco-d'Aviano-Gasse 1
1884-1918,01,Schauflergasse 2
1884-1918,01,Schauflergasse 6
Nach 1976,01,Schauflergasse 8
1860-1883,01,Gonzagagasse 8
1860-1883,01,Gonzagagasse 9
1860-1883,01,Gonzagagasse 11
1683-1740,01,Schönlaterngasse 11
1860-1883,01,Gonzagagasse 13
1884-1918,01,Jasomirgottstraße 3
1946-1976,01,Jasomirgottstraße 2
1860-1883,01,Philharmonikerstraße 4
1860-1883,01,Philharmonikerstraße 6
1860-1883,01,Beethovenplatz 1
Nach 1976,01,Lothringerstraße 7
1860-1883,01,Lothringerstraße 3
1860-1883,01,Beethovenplatz 2
1946-1976,01,Opernring 3 - 5
1860-1883,01,Gonzagagasse 1
1946-1976,01,Gonzagagasse 2 / 2
1860-1883,01,Gonzagagasse 3
1946-1976,01,Gonzagagasse 4 / 3
1946-1976,01,Gonzagagasse 5 / 1
Keine Angabe,01,Beethovenplatz T
1946-1976,01,Gonzagagasse 5 / 2
1946-1976,01,Gonzagagasse 8 / 2
1860-1883,01,Beethovenplatz 3
1781-1848,01,Weihburggasse 15
1860-1883,01,Hansenstraße 4 - 6
1860-1883,01,Hansenstraße 4 - 6 / 2
1860-1883,01,Hansenstraße 4 - 6 / 1
1860-1883,01,Hansenstraße 3
1884-1918,01,Biberstraße 8
1884-1918,01,Biberstraße 9
1884-1918,01,Biberstraße 10
1884-1918,01,Biberstraße 11
1884-1918,01,Biberstraße 14
1884-1918,01,Biberstraße 15
1884-1918,01,Biberstraße 22
Nach 1976,01,Kärntner Straße S
1860-1883,01,Kärntner Straße 51
1884-1918,01,Kärntner Straße 47
1884-1918,01,Falkestraße 1
1884-1918,01,Falkestraße 3
1884-1918,01,Falkestraße 6
1884-1918,01,Biberstraße 2
1884-1918,01,Biberstraße 3
1884-1918,01,Biberstraße 4
Vor 1683,01,Weihburggasse 16
Vor 1683,01,Kärntner Straße 41
1884-1918,01,Kärntner Straße 37
1946-1976,01,Salztorgasse 8 / 6
1860-1883,01,Salztorgasse 7
1860-1883,01,Liebiggasse 4
1860-1883,01,Reichsratsstraße 17
1884-1918,01,Reichsratsstraße 15
1860-1883,01,Burgring 1
1860-1883,01,Burgring 5
1860-1883,01,Burgring 7
Vor 1683,01,Dr.-Ignaz-Seipel-Platz
Vor 1683,01,Dr.-Ignaz-Seipel-Platz 1
1884-1918,01,Reichsratsstraße 13
1884-1918,01,Reichsratsstraße 9
1860-1883,01,Reichsratsstraße 7
1860-1883,01,Reichsratsstraße 5
1741-1780,01,Augustinerbastei 1 - 6
1741-1780,01,Augustinerbastei 1
1860-1883,01,Dr.-Karl-Renner-Ring 1
1860-1883,01,Dr.-Karl-Renner-Ring 3
1860-1883,01,Reichsratsstraße 11
1884-1918,01,Kärntner Straße 4
1946-1976,01,Salztorgasse 6 / 5
1946-1976,01,Salztorgasse 6 / 4
1860-1883,01,Salztorgasse 5
1860-1883,01,Salztorgasse 2
1884-1918,01,Salztorgasse 1
Vor 1683,01,Kärntner Straße 37 K
1884-1918,01,Kärntner Straße 28
1946-1976,01,Kärntner Straße 21 - 23 / 2
1946-1976,01,Kärntner Straße 21 - 23 / 1
1860-1883,01,Kärntner Straße 17
Keine Angabe,01,Kärntner Straße 16
1884-1918,01,Kärntner Straße 13 - 15
1884-1918,01,Kärntner Straße 11
1884-1918,01,Kärntner Straße 10
1884-1918,01,Kärntner Straße 8
1860-1883,01,Kärntner Straße 7
1860-1883,01,Kärntner Straße 6
1860-1883,01,Kärntner Straße 5
1919-1945,01,Kärntner Straße 19
1884-1918,01,Rosenbursenstraße 8
1884-1918,01,Biberstraße 5
1884-1918,01,Rosenbursenstraße 2
1860-1883,01,Zedlitzgasse 8
1884-1918,01,Zedlitzgasse 7
1919-1945,01,Zedlitzgasse 5
1919-1945,01,Zedlitzgasse 3
1919-1945,01,Zedlitzgasse 1
1860-1883,01,Weiskirchnerstraße S
1884-1918,01,Weiskirchnerstraße 3
Vor 1683,01,Postgasse K
1946-1976,01,Postgasse 16
1946-1976,01,Postgasse 14
1884-1918,01,Postgasse 13
1860-1883,01,Zedlitzgasse 9
1884-1918,01,Postgasse 11
1781-1848,01,Postgasse 9
1884-1918,01,Rosenbursenstraße 4
Vor 1683,01,Postgasse 8
1741-1780,01,Postgasse 8 - 12
Vor 1683,01,Postgasse 7
1849-1859,01,Postgasse 6
Vor 1683,01,Postgasse 4 A
Vor 1683,01,Postgasse 4
1919-1945,01,Postgasse 2
1919-1945,01,Postgasse 1 - 3
1741-1780,01,Postgasse 10 - 12
1946-1976,01,Zedlitzgasse 11
1946-1976,01,Nikolaigasse 1 / 2
